Rodentia,Muridae,76.8,0.617
Rodentia,Muridae,62.3,0.546
Rodentia,Muridae,7.15,0.095
Rodentia,Muridae,48,0.311
Rodentia,Muridae,49.5,0.395
Rodentia,Muridae,50.1,0.417
Rodentia,Muridae,16,0.161
Rodentia,Muridae,16.9,0.154
Rodentia,Muridae,344,0.96
Rodentia,Muridae,32.8,0.452
Rodentia,Muridae,34.6,0.361
Rodentia,Muridae,34.9,0.345
Rodentia,Muridae,18.3,0.341
Rodentia,Muridae,22.3,0.275
Rodentia,Muridae,23.3,0.27
Rodentia,Muridae,24.6,0.332
Rodentia,Muridae,18,0.311
Rodentia,Muridae,20.5,0.27
Rodentia,Muridae,23.4,0.354
Rodentia,Muridae,24.6,0.32
Rodentia,Muridae,27,0.331
Rodentia,Muridae,27.5,0.31
Rodentia,Muridae,28,0.43
Rodentia,Muridae,213.2,0.908
Rodentia,Muridae,1521.4,5.703
Rodentia,Muridae,1870,6.364
Rodentia,Muridae,30.7,0.245
Rodentia,Muridae,336.7,1.19
Rodentia,Muridae,362,1.293
Rodentia,Muridae,400,1.272
Rodentia,Muridae,71.93,0.49
